CMD,D,D,D,D,TLAST,TKEEP
DATA,0.6052439489364538,-0.6665917945806623,2.1031457548781445,-0.9662115289127504,0,-1
DATA,0.6014181535488006,-0.3389129691332506,1.695779742741613,-0.8717877193606077,0,-1
DATA,0.45499107806242756,-0.4227718317583554,3.1513697796652327,-0.836378400280495,0,-1
DATA,0.39967641472308807,-0.3300081458850711,3.5241542009968563,-0.62409885014063,0,-1
DATA,0.5762567445440498,-0.09762640215446552,1.7174327578603636,-0.3820971018180941,0,-1
DATA,0.41730213870440525,-0.10772937387463692,3.2258867423750766,-0.15625576692735177,0,-1
DATA,0.05013379427227669,0.06941413125872979,0.07437532103037368,0.016792572890441844,0,-1
DATA,0.0672169735308114,0.20752757483065704,0.5295333999342038,0.29957420627519293,0,-1
DATA,0.19438549059945756,0.2789983999791768,1.188144466545646,0.5901092752847013,0,-1
DATA,-0.005778423361069568,0.5227031889658933,1.2067265766972546,0.7129780828368276,0,-1
DATA,0.03596799283483609,0.7177075616830324,0.4947298761252663,0.8557450263409809,0,-1
DATA,0.05715711532862566,0.8221203569548539,-0.130816199068855,1.0296218185083432,0,-1
DATA,-0.12829487733823292,0.7769870676420638,1.4381680308923714,1.0373550587813751,0,-1
DATA,0.030463661181445167,0.7988322876561706,0.45443764334147907,1.0618611481500728,0,-1
DATA,-0.20434627707944752,0.9992531314272574,1.1984993609423251,0.9929391313545384,0,-1
DATA,-0.4259549948264358,1.1410344007275366,2.1183051062922456,0.8341294366094214,0,-1
DATA,-0.5266350012325383,1.1018146130932547,-0.13765563222502575,0.640274059870934,0,-1
DATA,-0.43075297274926283,1.0791467318197598,0.5790516785383432,0.3768774178443741,0,-1
DATA,-0.21136520314311674,1.1130216548950822,1.4750391901680735,0.1967388098033269,0,-1
DATA,-0.28322165681513817,1.0800399794692426,0.8924614177219083,-0.12381386459585361,0,-1
DATA,-0.7275796220419657,1.0133765201188043,2.504712322953501,-0.2896183396342258,0,-1
DATA,-0.6241537449678115,0.9823511304389405,1.0746262847502415,-0.5379350799999302,0,-1
DATA,-0.43887128454159086,0.9947762202773982,1.4774912026275913,-0.7307522832487765,0,-1
DATA,-0.8634870274762754,0.8610437864216385,0.615016440340213,-0.8584117144555954,0,-1
DATA,-0.8812342665076216,0.7764699603802876,0.6147301214783463,-0.9175739829904225,0,-1
DATA,-0.4518311571424971,0.7061969126280796,0.8453994965133582,-0.9367180045830947,0,-1
DATA,-0.6735995616832702,0.6953869891039701,2.591980915094666,-0.9276654248397139,0,-1
DATA,-0.9227850277109284,0.6430813308257758,3.104573321547914,-0.7386388698227775,0,-1
DATA,-0.6709433931446493,0.43756985165067414,2.4067843503431443,-0.6099043871173342,0,-1
DATA,-0.6821773284446034,0.4420589833189681,3.015973344829463,-0.4607102171257601,0,-1
DATA,-0.7804848586061398,0.33059847908629825,3.8610450705713575,-0.1784607192819201,0,-1
DATA,-0.5719236808602988,-0.007122209028659194,3.7761687544694436,0.08641448843370034,0,-1
DATA,-0.8012612731280222,-0.0677966880643189,3.823694299403038,0.33794874340334413,0,-1
DATA,-0.632281054582276,-0.2119061438406423,2.5233671924051295,0.5142542236953828,0,-1
DATA,-0.5044989206862476,-0.21745888116932738,1.581696815906,0.7527117007179502,0,-1
DATA,-0.5390776215645641,-0.25162507600517847,3.651190857421646,0.9000787276145692,0,-1
DATA,-0.542935503687401,-0.5244126209878988,1.7205979773293927,1.024860907463092,0,-1
DATA,-0.44622295339554846,-0.6540901686111782,2.8007548373451443,1.0469699882757721,0,-1
DATA,-0.6100907044246929,-0.6598770484595455,3.4298958078611586,1.0042637751503691,0,-1
DATA,-0.7282369078552687,-0.7150335382758595,2.242489930212638,0.9808120539078319,0,-1
DATA,-0.8414745838911981,-0.6732144855722817,2.992645247586339,0.8237871766665941,0,-1
DATA,-0.6942685731282947,-0.7682011576900818,-0.24193321578194035,0.6428639388416217,0,-1
DATA,-0.7655663529140111,-0.7600821603703122,-0.4055434204801138,0.36450587684509306,0,-1
DATA,-0.24231084596977392,-0.8266720094050249,0.17692108896206937,0.16030249484031162,0,-1
DATA,-0.475264754184718,-0.845606517805357,0.736221374642471,-0.12333460539585284,0,-1
DATA,-0.18763878028039382,-0.8357930207747433,-0.1323982766705486,-0.2986713721363143,0,-1
DATA,-0.2487443579592712,-0.731417987406739,1.5406279979376327,-0.5194957057530489,0,-1
DATA,-0.5215714004012164,-0.7256605459044191,0.8861921683633645,-0.6895015772263721,0,-1
DATA,-0.2487288838029187,-0.5970606438168746,1.2900617658528124,-0.8371714157906334,0,-1
DATA,-0.17061297869496073,-0.6664156017771539,-0.6161962508687314,-0.9125871756743571,0,-1
DATA,0.1257407252240108,-0.5498945609900107,2.3405692238881994,-0.9469827755667465,0,-1
DATA,-0.10948039138955662,-0.5170139762803743,1.5936199879935415,-0.871258853530177,0,-1
DATA,-0.18884395885474048,-0.3160573416691773,1.2766550256614337,-0.7399362845447223,0,-1
DATA,-0.06949994944379095,-0.19383491133942007,0.8603617698645775,-0.6645644135246226,0,-1
DATA,0.23029114487146934,-0.03163882488237843,1.561912339994831,-0.4353601284127765,0,-1
DATA,0.1741654425368733,0.07775709114884166,0.3225600332397185,-0.18239118437351914,0,-1
DATA,0.38552600469802645,0.0418426403387887,3.2057390245859154,0.09814748578717065,0,-1
DATA,0.07317811977542014,0.32122316564525233,3.356057836405612,0.3367919271260662,0,-1
DATA,0.21789738968135133,0.3500851880668703,0.7929969285923748,0.5385770945552334,0,-1
DATA,0.4903193062517782,0.49194100860058787,3.7887657634033354,0.7703270799037629,0,-1
DATA,0.6304890350702548,0.617868720852147,3.5385069986170463,0.9187694601162029,0,-1
DATA,0.5100367180532691,0.7430544175043492,2.2908184671234286,1.03356603523942,0,-1
DATA,0.5416460414822398,0.8014994077803156,1.876541960535685,1.01672890949756,0,-1
DATA,0.4607887778807282,1.0237594335913145,4.251789808752943,1.0305703763486898,0,-1
DATA,0.7698632090311605,1.0619825232869653,3.0001649274474262,0.9656105084453127,0,-1
DATA,0.6257912412910905,0.9156488076373137,3.2558252601044355,0.8314682814701162,0,-1
DATA,0.9859532458143561,1.0869764637554762,2.4354671646758996,0.5982275932189951,0,-1
DATA,0.8306900657987693,1.052443551089227,1.219813702827756,0.37667945562487326,0,-1
DATA,0.9620266432034102,1.053911898424225,1.6449034645335747,0.11064261584262924,0,-1
DATA,0.8917135581678348,1.2037274670835507,1.897447342720474,-0.148121849173364,0,-1
DATA,1.06452890477349,1.1036181081999297,1.3417343379735192,-0.3529907818168913,0,-1
DATA,0.9051504710997369,1.0602296130909084,2.104710477841936,-0.5552986844327296,0,-1
DATA,1.2121120554988492,0.90256092943481,2.947554279201131,-0.6981106433189653,0,-1
DATA,1.2665293668513882,1.0563079456566662,1.6759745110089093,-0.9038009364966395,0,-1
DATA,0.971764939996616,0.8635003697218833,0.060137555601505355,-0.9631409652769721,0,-1
DATA,1.2721142921800066,0.9186430427452765,2.4492862389456556,-0.8970176546186045,0,-1
DATA,1.3049652569955974,0.7093324185916449,1.52705139889188,-0.9231487645373327,0,-1
DATA,1.1947378295417834,0.6237299844018898,0.030501941256547482,-0.7763841877382396,0,-1
DATA,1.238138749575983,0.5095103752499525,-0.2214559198137911,-0.6581651491168569,0,-1
DATA,1.203120461880626,0.2527976468923375,2.217372017349385,-0.44594892730624575,0,-1
DATA,1.348792075017048,0.3410548225287472,1.2118732913667316,-0.15989089009552146,0,-1
DATA,1.2582023564012395,0.05827749792955415,0.978514401110815,0.13042908411157628,0,-1
DATA,1.2201056065563787,0.09236591650328002,0.0496647300130969,0.30931803208005915,0,-1
DATA,1.22570251692489,-0.244701116112922,1.2542103006509704,0.6092236896496449,0,-1
DATA,1.374307558680391,-0.3580267760226692,0.8286158510505447,0.7595424523011729,0,-1
DATA,1.262917076675437,-0.3868292694790707,1.5105140225511526,0.9157947107652123,0,-1
DATA,1.0390288959039073,-0.4771546077307798,1.9278399511417827,1.0009216855205951,0,-1
DATA,1.081108575944571,-0.4798148385393377,1.3451042602962309,1.0081929513830823,0,-1
DATA,0.9464500806582944,-0.6155766324477965,-0.18723591563188152,0.9761131040404898,0,-1
DATA,1.136336765652584,-0.66356829385279,2.060339395574845,0.9215646406672702,0,-1
DATA,1.2280259807271032,-0.7853224923474276,3.32728830477098,0.8289031297817651,0,-1
DATA,1.0453092142283946,-0.8205841280604125,0.7972324311328822,0.6142609646194255,0,-1
DATA,0.8926840669040045,-0.9575741027940873,1.150033792068443,0.41013233569209406,0,-1
DATA,0.8969319402144342,-0.9099202795057707,3.755034731985908,0.18906724201597383,0,-1
DATA,0.8159670218319799,-0.9850610589429069,1.3655894261802164,-0.15337025139990165,0,-1
DATA,1.0242874638652675,-0.7576323489992908,3.6513808405568113,-0.34972636665038725,0,-1
DATA,0.6982827031870906,-0.9284922616948599,4.126363204568159,-0.5205239050385436,0,-1
DATA,1.0010581648478507,-0.8953969393318368,1.5802497115937637,-0.700847057085184,0,-1
DATA,0.9199155218934374,-0.8119420421875119,1.1460564877795674,-0.8550537284757325,0,-1
DATA,0.5682867610238482,-0.6295900524733582,2.333929101287913,-0.9382630639859618,0,-1
DATA,0.718402165725975,-0.5439336561554232,3.1363261328569343,-0.9553446909626229,0,-1
DATA,0.7248974150192964,-0.34286543061536,3.747685102520894,-0.9190233410865528,0,-1
DATA,0.4130738166528778,-0.2808831296580524,1.7999564598396316,-0.7759491870070633,0,-1
DATA,0.33063169503188394,-0.21811953001375664,2.246268493997369,-0.5692366474956065,0,-1
DATA,0.5874160382690666,-0.012227940814214855,0.5763700505541217,-0.4183196983569636,0,-1
DATA,0.273415660168974,0.006749576555913572,0.21626174821787658,-0.19511991192303652,0,-1
DATA,0.21742297714790706,0.21130201414944896,0.7703172970943196,0.048141304558546524,0,-1
DATA,0.31849509468193654,0.33419864386486525,1.4619114530499298,0.3639054344334711,0,-1
DATA,0.17762027234409608,0.513361121994034,0.1053120303106102,0.5307467728952295,0,-1
DATA,0.08428483112298527,0.49613093002874387,1.6000874999342232,0.7630036279965755,0,-1
DATA,-0.18604456904066546,0.6437881476581826,1.9532412657439995,0.951180832783564,0,-1
DATA,-0.17058351686952916,0.7107331871942444,1.076885345522533,0.9781401314943511,0,-1
DATA,0.09452114145590307,0.7122497233212313,0.9064244959646224,1.0995286484760607,0,-1
DATA,-0.1635381135989789,0.7904201472188961,-0.12068315653663642,0.9900627835544099,0,-1
DATA,-0.44919295407586596,1.060339203872724,1.0606623069527068,0.937393157656287,0,-1
DATA,-0.4428884409180228,1.06931194880808,0.6646477130529992,0.8059398679784725,0,-1
DATA,-0.2781914556309904,1.2024624548197385,1.163742470835373,0.6102741839849064,0,-1
DATA,-0.3952409166179543,1.2121080828306654,0.02732495622615605,0.3693317523540879,0,-1
DATA,-0.28045925049087395,1.1015677599782916,-0.22849483627504708,0.15363994314630267,0,-1
DATA,-0.4666528817994102,1.1853244955217541,0.20048532596740054,-0.06761169921604214,0,-1
DATA,-0.6066939804094584,1.0263069044003685,0.458830071371937,-0.32599710378165403,0,-1
DATA,-0.5160128909652013,1.1914486841808984,0.43717804290626233,-0.6143590613243797,0,-1
DATA,-0.3988117743311411,1.0640463421661874,1.8295549429694247,-0.7747735313044942,0,-1
DATA,-0.6682679775436,0.9063201126261915,1.2753252457510635,-0.8786011714446649,0,-1
DATA,-0.5840155123724342,1.0038435180916658,1.3280358010899411,-0.9622576387435169,0,-1
DATA,-0.7154640751806013,0.9171606120778073,2.360427775004464,-0.983370620332623,0,-1
DATA,-0.9118778977698117,0.734791982778725,1.7191833181282843,-0.8970306574360534,0,-1
DATA,-0.7454769880777701,0.66546884917167,3.065786604386234,-0.8145905421262482,0,-1
DATA,-0.7107498490229327,0.3873861138850895,2.645627347853589,-0.603096962941216,0,-1
DATA,-0.8825119920584171,0.3703228595336529,1.9979469333023623,-0.37696180300875637,0,-1
DATA,-0.9083364095327686,0.34530099196349273,3.6529969944227867,-0.18467311233827208,0,-1
DATA,-0.891842156315934,0.2075147396219909,4.215198248002654,0.04821514032740697,0,-1
DATA,-0.772985942569238,-0.03594915381762678,4.304011701831335,0.38173364280590816,0,-1
DATA,-0.5275653419850767,-0.16865467836511852,1.7914430385676272,0.6133114448925668,0,-1
DATA,-0.8405467868882281,-0.17021031821475394,4.10832566457101,0.7805930024218394,0,-1
DATA,-0.8358844955776941,-0.33411826028809877,3.0931541458514693,0.901024436776818,0,-1
DATA,-0.5541712751573946,-0.5125436992366768,3.095405127784217,0.9880746257842619,0,-1
DATA,-0.6000911415499799,-0.6075390681550221,0.5451664357292014,1.088960022565827,0,-1
DATA,-0.6955750467166719,-0.5540729447392618,3.094524873625455,0.9916131747030194,0,-1
DATA,-0.6363020285202119,-0.7185982145757067,1.5867824140421554,0.9666112449907177,0,-1
DATA,-0.4912356151365046,-0.6840453271872098,1.7902693964957423,0.7488374862655477,0,-1
DATA,-0.7715418480814635,-0.7506085603485803,1.4807743809730272,0.582706855817288,0,-1
DATA,-0.6237581548451949,-0.8747286665977545,0.5028810731443157,0.42122679878062186,0,-1
DATA,-0.2289357637651528,-0.9904468394951691,1.8039449630750437,0.10436618606883108,0,-1
DATA,-0.3114251103030248,-0.9634636216795591,-0.46451045703495863,-0.12310122336967334,0,-1
DATA,-0.4349301956770974,-0.9176784847238195,0.7727091349431586,-0.31949589583258375,0,-1
DATA,-0.2951660735639199,-0.7621766409936013,-0.3249846959660213,-0.5560804071091867,0,-1
DATA,-0.42896438753251526,-0.7143667096551559,0.6903164797593487,-0.7032410627450347,0,-1
DATA,-0.3773792335690522,-0.6685758554497152,1.7900621605266633,-0.8597088757144427,0,-1
DATA,-0.033206528152608994,-0.5938246954112959,0.7505482370965978,-0.8968044190167652,0,-1
DATA,-0.13528974336023358,-0.6590673081216865,0.5614688746152943,-0.936436488826195,0,-1
DATA,-0.11455909049350749,-0.44873225593493427,2.2829276986719402,-0.8620614560809473,0,-1
DATA,0.12350568902911738,-0.32679782184444217,2.4001343970057984,-0.7927653607448579,0,-1
DATA,-0.07282029997997685,-0.10495518968785483,0.23645575017973797,-0.5526487949039062,0,-1
DATA,0.1721251544381432,-0.10112412471162294,1.514907142025971,-0.4325979640395892,0,-1
DATA,0.0502314329524142,0.011331232582888123,3.059974878586248,-0.19989552943771075,0,-1
DATA,0.45330708795903885,0.0857151699008507,2.1183508063002785,0.11384044183491424,0,-1
DATA,0.27293273756781156,0.26458300940628493,0.5227407881210919,0.3717292306439119,0,-1
DATA,0.5012370092407148,0.2847936417224709,2.9101458875242745,0.5520035027872278,0,-1
DATA,0.39555326902030236,0.5477428600313394,3.6434249269214254,0.7970264223853599,0,-1
DATA,0.4759248219976787,0.657543097351766,2.527977624585741,0.9073167643408777,0,-1
DATA,0.8003819882500686,0.7043294902147585,2.6042732296624482,1.0011126469696856,0,-1
DATA,0.8014444832422494,0.7919566943942327,4.095683811800733,1.086402602251569,0,-1
DATA,0.7300503195017363,0.9939942961935234,2.913148152616631,0.9930762216340139,0,-1
DATA,0.7536566505440869,1.0714713608213844,2.737868572379897,0.9279230916172051,0,-1
DATA,0.653582017444449,1.0254751984873058,1.3861100446419379,0.759194172268591,0,-1
DATA,0.6460053225304419,1.0161333021075138,2.433063759494474,0.5599166756347131,0,-1
DATA,0.6556428386811273,1.2036698765303957,2.1604335638168664,0.40052482073384915,0,-1
DATA,0.9858238055217188,1.13473094729362,2.3033071185002396,0.17067603743980242,0,-1
DATA,1.062610233405934,1.1971518506719576,2.3728129220770913,-0.1094715403583557,0,-1
DATA,0.9988041070922542,1.2120613055733522,1.7520056191566131,-0.40581074891756425,0,-1
DATA,1.0996603062179284,1.0169374402392217,2.149876682717387,-0.6136154369622344,0,-1
DATA,0.983245689172656,0.9082546683027286,0.3360348866149298,-0.7249395459274095,0,-1
DATA,1.1278360077788638,0.887254288154598,2.7216496466972453,-0.9161048630531147,0,-1
DATA,1.0891113360747404,0.7895477452506288,2.481112419115653,-0.9902180243704259,0,-1
DATA,1.0834517109972597,0.797901895142012,2.5374910196132023,-0.9848536479222684,0,-1
DATA,1.2222323472260368,0.7535879581738142,2.250916493763601,-0.9058202742971906,0,-1
DATA,1.4119041748621897,0.5702352766529155,1.660683346344376,-0.7966144266246986,0,-1
DATA,1.421705345381478,0.5064645031805298,0.17854007393257199,-0.558047183768574,0,-1
DATA,1.0210349888942596,0.45282191470115807,1.383642142450277,-0.34583750440575933,0,-1
DATA,1.3683444239528006,0.252088468745356,0.6939547334317493,-0.11019631780016831,0,-1
DATA,1.4398264313685827,-3.2242198514945836e-05,1.2387934423828442,0.07025174206172066,0,-1
DATA,1.1103991978357746,-0.1252135233822677,2.0798252945430202,0.36737238759318014,0,-1
DATA,1.3350182617606858,-0.2664416462078266,-0.9004932949854039,0.5565695332470335,0,-1
DATA,1.2303822363227204,-0.23018853266232872,-0.5831000580295168,0.7575735546620018,0,-1
DATA,1.2977580679644962,-0.3234238691423786,-0.49126573905574983,0.8777773750694126,0,-1
DATA,1.231624820807577,-0.4759859356978571,0.3981178731437316,1.0253039969146822,0,-1
DATA,1.2923988938381836,-0.5585981648198646,0.13653577363632097,1.0498713501607064,0,-1
DATA,1.1953303168842682,-0.5695794493199351,1.3853879036596426,1.0126443279653496,0,-1
DATA,1.123647574908556,-0.7899357439298046,1.2529572298711333,0.926926270832734,0,-1
DATA,1.3102622244937268,-0.6997740326859316,2.861279071576944,0.8121638261300408,0,-1
DATA,1.2003758720818858,-0.7716720747868592,0.8806610779119255,0.5477334486789972,0,-1
DATA,0.9382978460043047,-0.7422038784410535,2.9562940731266734,0.3336457434450192,0,-1
DATA,1.1810858051107611,-0.9527501970833139,1.551045385939814,0.10292944433982938,0,-1
DATA,1.120346397232865,-0.8919649194256476,3.680874077094062,-0.18294614523540306,0,-1
DATA,0.7129134211163356,-0.845345525096912,1.6131059036425328,-0.3770014763429034,0,-1
DATA,0.9682579336823158,-0.8437387753656267,1.0452367571101249,-0.6140452616445441,0,-1
DATA,0.737286988107633,-0.7603724810471185,1.2500119587147405,-0.789154124215694,0,-1
DATA,0.9483519915559284,-0.758121156852397,2.9151972401508455,-0.874218574611179,0,-1
DATA,0.8329041024929136,-0.5831406017205767,1.608080359043686,-0.9400975550740526,0,-1
DATA,0.4067682987071529,-0.5039605276862851,1.8931900530484826,-0.9139721476165612,0,-1
DATA,0.3336231729067895,-0.37435072340418596,2.230835752712086,-0.8543260470036214,0,-1
DATA,0.5365793940224725,-0.4077871470190686,1.6087672599851501,-0.7775898353232371,0,-1
DATA,0.4293205937945776,-0.3219731763782405,3.433643259230673,-0.6176185890163338,0,-1
DATA,0.608567398636987,-0.12540953366264188,2.135231609211794,-0.4000198280756483,0,-1
DATA,0.09717793940516684,-0.021351655464493455,0.7012057051880445,-0.18157100709062787,0,-1
DATA,0.2265195739220125,0.13659655981652855,1.185818538146549,0.11633102157904339,0,-1
DATA,0.2909561984917767,0.28727724668163757,2.43740528605819,0.31176541838613914,0,-1
DATA,0.3558113293303823,0.516303018698859,-0.00979219300816414,0.5374709182858584,0,-1
DATA,-0.1919908736621787,0.5605387552656775,0.900427620301745,0.7976051118618146,0,-1
DATA,0.01508750149975302,0.5196275121054721,1.1946980879108953,0.9746166644624653,0,-1
DATA,-0.29887111153295637,0.7080893064295255,1.0182471516544946,1.0387252291375915,0,-1
DATA,-0.35982914202080846,0.8469565830054135,-0.5758212892461819,1.0853389516144998,0,-1
DATA,-0.039968220376181585,0.8703113565487068,-0.2910895062420482,1.0330491283677081,0,-1
DATA,-0.47019390184268856,1.0946400612646146,0.8985447083793834,0.9071297876156881,0,-1
DATA,-0.4674440535425993,1.086001605647246,1.5085966438609293,0.8091646847558915,0,-1
DATA,-0.1670260082853588,1.1983486061012991,-0.6204838245721224,0.5858223728828321,0,-1
DATA,-0.34323756011787937,1.1488856995299683,-0.37983302958954923,0.33188659641616813,0,-1
DATA,-0.23667703445142058,1.123461688434189,1.1443692251674817,0.09033611545263796,0,-1
DATA,-0.6012139663861782,1.2092243908547307,2.6322865207558652,-0.11270673498377261,0,-1
DATA,-0.5014384907838463,1.1319435320527722,2.211489665970853,-0.34968685259116233,0,-1
DATA,-0.7454737878476447,1.0663536454645375,1.8811667423824252,-0.6110980715045815,0,-1
DATA,-0.5783050737682187,1.1048138912679148,2.401851224856237,-0.7191220792640871,0,-1
DATA,-0.7258113131947204,0.8893020351989738,3.1626551113796326,-0.8459060374878182,0,-1
DATA,-0.7638619630760402,0.9040508847703367,3.3056344152598136,-0.9204377670711993,0,-1
DATA,-0.4988484715284714,0.6956668214022863,0.8572143718667544,-0.9028146285443396,0,-1
DATA,-0.5992894272010069,0.691539983478679,1.7924151276490206,-0.8279284058286094,0,-1
DATA,-0.7165018537674539,0.5762352865991311,3.2547553399896856,-0.7918011748373142,0,-1
DATA,-0.8267515655342108,0.5777889580672912,2.3359371301200627,-0.583375437197214,0,-1
DATA,-0.6657208671471327,0.3535489578676303,2.3844373090824185,-0.420105375000844,0,-1
DATA,-0.6967911000067113,0.147422593081595,2.7802371996105113,-0.15669802486678003,0,-1
DATA,-0.8764696717822502,0.16073246960152776,4.21993972958465,0.12206914787937566,0,-1
DATA,-0.9483955609203678,-0.013502501111705534,3.0293372526267466,0.37468814115045485,0,-1
DATA,-0.8835623261140182,-0.17940650290186785,2.0447998280194857,0.5673914861761705,0,-1
DATA,-0.7227682043379439,-0.15264856385393588,2.82779306873749,0.7598686924693397,0,-1
DATA,-0.8411645165918371,-0.2810531539999379,1.2522255212371578,0.9493382470702788,0,-1
DATA,-0.761762052671992,-0.5229815502513562,1.472094490110394,1.039508012152451,0,-1
DATA,-0.4511695942577637,-0.4896590999292881,3.2885926506319434,1.0983885052268938,0,-1
DATA,-0.6064620887758692,-0.7594134324673323,2.2573463255847774,1.0010913051163397,0,-1
DATA,-0.5469159127490355,-0.6574709839096606,1.0034451868890955,0.885200151124679,0,-1
DATA,-0.7422673942325558,-0.7439934929771524,0.6015660333148495,0.7238697195098533,0,-1
DATA,-0.6908910614206631,-0.955896405488423,2.498845782513976,0.6125987775580508,0,-1
DATA,-0.4439476082160524,-0.9290965404523391,0.8506184724039577,0.3453934631665929,0,-1
DATA,-0.5128967254901983,-0.9472285586935383,1.180421271294563,0.13024722708974285,0,-1
DATA,-0.3726822700905147,-0.9463059290338401,0.08970372394556025,-0.15336088099847228,0,-1
DATA,-0.15619359179166264,-0.7802712926422574,1.7787370752164011,-0.3787971607140338,0,-1
DATA,-0.11596168148285324,-0.9291116926931009,-0.7227377984230309,-0.5753397074051693,0,-1
DATA,-0.31941806050617544,-0.7513150455387939,-0.09600017146131257,-0.7257591784772155,0,-1
DATA,-0.31710515221832525,-0.5986252653910077,1.5237136087380998,-0.8616434513019507,0,-1
DATA,0.030913169668194795,-0.5616343414567344,0.730625638917739,-0.8994545626799025,0,-1
DATA,0.011368429956671477,-0.4591565798325981,-0.4069951964091959,-0.9710276237805997,0,-1
DATA,-0.058670881968406696,-0.41141679944110804,1.088538640364522,-0.8716043145475024,0,-1
DATA,0.21790082268609196,-0.41842443127848195,-0.4660920618723458,-0.7279440733996617,0,-1
DATA,0.2793484734273426,-0.29694809485235163,2.5777702335276182,-0.5496956628583578,0,-1
DATA,-0.0804638849413499,0.017410240920451597,0.7613455052927226,-0.3408504331374492,0,-1
DATA,0.2131564139516045,0.011895376355147508,2.431027408288315,-0.15588300908359193,0,-1
DATA,0.1947295866495679,0.18286958578919021,1.2916424296436466,0.12368828552901923,0,-1
DATA,0.34156042879334864,0.2933880984222704,1.7963536473824966,0.38647237706997184,0,-1
DATA,0.4224553562289574,0.4099293636380019,0.5448746261837917,0.6321261488454643,0,-1
DATA,0.2880716794920837,0.6168294645418972,2.714079932092792,0.7969227743587946,0,-1
